City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
414,Bathsheba,BB,81.21,broken clouds,13.2167,-59.5167,Atlantis Hotel
415,Inirida,CO,91.53,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
417,Leiyang,CN,41.23,overcast clouds,26.4024,112.8591,Dongyang Hotel
418,Kilakarai,IN,78.49,overcast clouds,9.2333,78.7833,Kilakarai Home Stays
419,Alenquer,BR,84.54,overcast clouds,-1.9417,-54.7383,Detinha Hotel
421,Touros,BR,88.7,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
422,Namatanai,PG,78.06,light rain,-3.6667,152.4333,Seagulls Inn Namatani
424,Bloemfontein,ZA,76.48,clear sky,-29.1211,26.214,aha Bloemfontein Hotel
429,Puerto Escondido,MX,85.03,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
432,Khani,GE,35.17,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
433,Harrisonburg,US,56.26,broken clouds,38.4496,-78.8689,Hampton Inn Harrisonburg - University
434,Yazd,IR,48.31,overcast clouds,31.8972,54.3675,Mozaffar Traditional Hotel
437,Lorengau,PG,80.76,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
438,Flinders,AU,67.8,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
439,Bone,DE,35.71,overcast clouds,51.9669,12.1396,Sporthotel Wallwitz
440,Phuket,TH,87.1,broken clouds,8.0,98.25,The Surin
441,Sinnamary,GF,79.95,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
444,Roquetas De Mar,ES,59.61,clear sky,36.7642,-2.6148,Hotel Don Ángel
445,Selfoss,IS,34.68,few clouds,63.9331,-20.9971,Selfoss HI Hostel
446,Keti Bandar,PK,71.33,clear sky,24.1447,67.4497,Haji laloo memon house
448,Gat,IL,57.88,clear sky,31.61,34.7642,OlusHome
450,Dumbravita,RO,31.08,scattered clouds,45.7667,25.4333,Cabana YouTube
451,Sabinas Hidalgo,MX,65.79,clear sky,26.5,-100.1667,Hotel Real Santiago De Las Sabinas
452,Porterville,US,61.72,clear sky,36.0652,-119.0168,"Holiday Inn Express & Suites Porterville, an IHG Hotel"
455,Shasta Lake,US,57.92,clear sky,40.6804,-122.3708,Shasta Dam Motel
457,Jablah,SY,53.89,clear sky,35.3614,35.9256,بستان صالح
458,Mityana,UG,72.99,overcast clouds,0.4175,32.0228,Green Valley Hotel
459,General Nakar,PH,75.27,overcast clouds,14.7631,121.635,WMV Hotel & Restaurant
460,Honiara,SB,76.28,overcast clouds,-9.4333,159.95,Heritage Park Hotel
462,Jalu,LY,60.13,clear sky,29.0331,21.5482,صاحبة الفخامة
463,Lagunas,PE,84.4,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
464,Mocuba,MZ,74.1,light rain,-16.8392,36.9856,Phama Lodge
466,Richards Bay,ZA,76.71,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
467,Tulsipur,NP,51.31,clear sky,28.131,82.2973,Ekanta Hotel Pvt. Ltd
468,Poso,ID,75.2,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
469,Yinchuan,CN,28.51,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
471,Mendoza,AR,71.13,clear sky,-32.8908,-68.8272,Hotel Mendoza
472,Esna,EG,69.82,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
473,Alexandria,EG,59.54,few clouds,31.2156,29.9553,Royal Crown Hotel
474,Jinchang,CN,24.35,overcast clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
476,Laguna,US,67.96,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
477,Barsi,IN,75.81,clear sky,18.2333,75.7,B.K.T. COMMUNICATION AND FASHION
478,Vila,PT,49.75,broken clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
479,Leavenworth,US,23.59,clear sky,39.2333,-95.0336,Suncatcher Lake RV Park
480,Omboue,GA,80.82,broken clouds,-1.5746,9.2618,Hotel Olako
481,Camana,PE,75.36,scattered clouds,-16.6228,-72.7111,Hostal Morales
482,Tabuk,PH,69.94,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
483,Dzaoudzi,YT,80.49,clear sky,-12.7887,45.2699,Le Rocher
484,Veraval,IN,70.59,clear sky,20.9,70.3667,Lords Inn Somnath
485,Rio Grande,BR,81.88,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
487,Port Hedland,AU,84.25,scattered clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
490,La Primavera,CO,90.27,overcast clouds,5.4906,-70.4092,La Riviera Hotel Colonial
492,Mehamn,NO,26.55,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
493,Oistins,BB,80.69,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
494,Denpasar,ID,82.06,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
496,Barreirinhas,BR,85.77,overcast clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
497,Faanui,PF,79.74,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
498,Viedma,AR,81.3,overcast clouds,-40.8135,-62.9967,Hotel Cristal
499,Kismayo,SO,77.38,broken clouds,-0.3582,42.5454,Agan-Hotel
500,Gunjur,GM,95.07,clear sky,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
501,Maningrida,AU,80.58,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
502,Maciel,AR,80.1,overcast clouds,-32.4557,-60.8874,Log cabins Oliveros
503,Birjand,IR,46.87,broken clouds,32.8663,59.2211,Birjand Tourist Hotel
504,Santa Cruz,BO,80.65,light rain,-17.8,-63.1667,Aviador Hotel Boutique
505,Kupang,ID,78.13,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
506,Langsa,ID,75.31,broken clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
507,Belaya Glina,RU,44.42,overcast clouds,46.07,40.86,Zolotoy Kolos
508,Vieux-Habitants,GP,82.71,clear sky,16.0589,-61.7659,Gîtes Dardanelle
509,Saint-Francois,FR,41.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
510,Nizwa,OM,69.85,clear sky,22.9333,57.5333,Orient Apartments
511,Buala,SB,76.48,light rain,-8.145,159.5921,Maringe Lagoon Lodge
513,Kavieng,PG,80.83,light rain,-2.5744,150.7967,Nusa Island Retreat
514,Djambala,CG,78.03,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
515,Karlskoga,SE,37.06,light rain,59.3267,14.5239,Hotel Alfred Nobel
517,Mahajanga,MG,81.28,scattered clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
519,Dali,CN,41.0,clear sky,25.7,100.1833,Dali Travelling With Hostel
520,Ambatondrazaka,MG,67.89,broken clouds,-17.8333,48.4167,MANAMBINA Hotel
521,Meulaboh,ID,77.85,broken clouds,4.1363,96.1285,Kost Pria
523,Zhumadian,CN,37.08,broken clouds,32.9794,114.0294,Ouyue House Hotel
524,Mokolo,CM,79.25,scattered clouds,10.7398,13.8019,Diwa Hôtel
525,Summerside,CA,46.83,overcast clouds,46.3959,-63.7876,Summerside Inn Bed and Breakfast
526,Bartica,GY,80.92,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
528,Puerto Baquerizo Moreno,EC,83.39,few clouds,-0.9,-89.6,Hotel los Algarrobos
531,Allende,MX,76.75,clear sky,25.2833,-100.0167,Ecovergel Hotel Boutique
532,Fare,PF,80.87,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
534,Galle,LK,76.59,overcast clouds,6.0367,80.217,Amangalla
535,Puerto Del Rosario,ES,71.28,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
537,Enid,US,30.31,clear sky,36.3956,-97.8784,Ramada by Wyndham Enid
538,Sechura,PE,80.46,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
539,Rush,IE,50.97,scattered clouds,53.5223,-6.0931,Sandyhills B&B
540,Ko Samui,TH,82.63,broken clouds,9.5357,99.9357,The Passage
542,Pishin,PK,48.9,clear sky,30.5803,66.9961,City Hotel Pishin
544,Locri,IT,58.24,overcast clouds,38.2414,16.2623,Grand Hotel President
547,Jackson,US,63.64,clear sky,42.4165,-122.8345,Agate Village Apartments
549,Hope,US,43.75,light rain,33.6671,-93.5916,Best Western Hope
552,Ypsonas,CY,58.28,clear sky,34.6884,32.9574,Club Aphrodite
553,Fougeres,FR,42.66,overcast clouds,48.35,-1.2,Best Western Hotel des Voyageurs
555,Finnsnes,NO,22.96,broken clouds,69.2296,17.9811,Finnsnes Hotel - A SNR Hotel
558,Awjilah,LY,60.26,clear sky,29.1081,21.2869,المنزل
559,Saiha,IN,49.24,clear sky,22.4833,92.9667,"Circuit House, Siaha"
561,Caltagirone,IT,51.51,overcast clouds,37.2368,14.5126,Hotel NH Caltagirone Villa San Mauro
562,Bubaque,GW,81.73,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
564,Antofagasta,CL,74.21,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
565,Sorong,ID,77.9,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
566,Lazurne,UA,35.02,scattered clouds,46.084,32.5295,New Manna Hostel
568,Bagotville,AU,63.64,broken clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
569,Briancon,FR,36.37,broken clouds,44.9,6.65,Auberge de la Paix
573,Ipoh,MY,78.71,scattered clouds,4.5841,101.0829,Ritz Garden Hotel
574,Lata,PT,59.72,overcast clouds,40.1629,-8.3327,Casa Maquia
575,Grindavik,IS,25.27,clear sky,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
577,Port Pirie,AU,74.32,broken clouds,-33.1833,138.0167,John Pirie Motor Inn
578,Malanje,AO,71.19,light rain,-9.5402,16.341,Hotel Ginga
579,Pizarro,CO,80.53,light rain,4.9533,-77.366,Hotel Limonar
580,Santa Marta,CO,96.35,few clouds,11.2408,-74.199,Casa de Isabella
582,Nemuro,JP,21.6,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
583,Payson,US,45.55,scattered clouds,40.0444,-111.7321,Quality Inn Payson I-15
584,Jumla,NP,28.78,clear sky,29.2747,82.1838,Royal Garden Hotel
586,Murud,IN,73.58,clear sky,18.3258,72.965,On Point Plaza
587,Mackenzie,CA,34.02,overcast clouds,55.2999,-123.1698,Hilton Shop
588,Twentynine Palms,US,74.48,few clouds,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
589,Paysandu,UY,69.6,overcast clouds,-32.3214,-58.0756,Gran Hotel Paysandú
590,Iralaya,HN,84.29,clear sky,15.0,-83.2333,Iglesia morava renovada
591,Sabang,ID,82.53,broken clouds,5.8933,95.3214,Hotel Citra
592,Thaton,MM,72.0,few clouds,16.9206,97.3714,"Shwe Pyi Soe Guest House, Thaton"
593,Alibag,IN,77.07,clear sky,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
594,Beni,CD,72.7,overcast clouds,0.5,29.4667,Albertine hotel
595,Blackwater,AU,70.47,few clouds,-23.5833,148.8833,Blackwater Motor Inn
596,Bridlington,GB,44.89,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
599,Lincoln,US,23.16,few clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
602,Laurel,US,58.28,clear sky,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
603,Dubbo,AU,60.93,clear sky,-32.25,148.6167,Quality Inn Dubbo International
604,Senj,HR,47.07,scattered clouds,44.9894,14.9058,Roza Guest House
605,Bafq,IR,53.37,overcast clouds,31.6128,55.4107,Alamdar Hotel
606,Taltal,CL,71.33,clear sky,-25.4,-70.4833,Residencial Karime
607,Pilar,BR,87.73,broken clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
608,Kashi,CN,40.21,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
609,Pyay,MM,64.69,overcast clouds,18.8167,95.2167,Shwe Pyi Thar
610,Saurimo,AO,68.76,moderate rain,-9.6608,20.3916,Hotel Kawissa Saurimo
611,Dunedin,NZ,50.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
612,Izumo,JP,33.75,scattered clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
613,Sistranda,NO,35.91,light rain,63.7256,8.834,Hotell Frøya
614,Jacareacanga,BR,83.8,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
616,Suratgarh,IN,63.63,clear sky,29.3167,73.9,Maharaja Hotel
617,Kankon,IN,75.87,clear sky,15.0167,74.0167,Palolem Beach Resort
618,Mattru,SL,94.44,broken clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
619,Yabrud,SY,40.66,clear sky,33.9674,36.6574,صالة افراح الاندلس
620,Sakakah,SA,56.77,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
621,Uttarkashi,IN,47.79,clear sky,30.7333,78.45,Anand Ganga
622,Marsh Harbour,BS,76.21,light rain,26.5412,-77.0636,Abaco Beach Resort
623,Ginir,ET,64.47,scattered clouds,7.1333,40.7,Sura Dare Village
625,Naples,IT,56.01,scattered clouds,40.8333,14.25,Renaissance Naples Hotel Mediterraneo
626,Rock Sound,BS,77.27,clear sky,24.9,-76.2,Pink Corral Bay Property
630,Cumberland,US,70.09,clear sky,35.0502,-78.8664,American Eagle Inn
631,Santa Cruz Del Norte,CU,83.01,few clouds,23.1539,-81.9236,Rioger Art
632,Wanning,CN,65.59,overcast clouds,18.8003,110.3967,Paradise Hotel
633,San Andres,CO,86.02,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
634,Llandrindod Wells,GB,47.28,overcast clouds,52.2416,-3.3787,Metropole Hotel and Spa
636,Nanzhang,CN,39.16,broken clouds,31.7765,111.8386,Longmenkezhan
637,Mutoko,ZW,67.44,overcast clouds,-17.397,32.2268,Mutoko Hotel
638,Bata,GQ,85.86,scattered clouds,1.8639,9.7658,Hotel Elik Melen
639,Pagudpud,PH,74.32,overcast clouds,18.5616,120.7868,Saud Beach Resort and Hotel - 2
640,Mao,ES,54.16,clear sky,39.8885,4.2658,ARTIEM Capri
641,Velikiy Ustyug,RU,22.33,snow,60.7644,46.3106,Dvina
642,Muros,ES,56.23,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
643,Chimbote,PE,76.41,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
645,Inverness,GB,46.38,few clouds,57.4791,-4.224,Glen Mhor Hotel & Apartments
648,Jodhpur,IN,64.63,clear sky,26.2867,73.03,"Umaid Bhawan Palace, Jodhpur"
649,Pokhara,NP,51.42,clear sky,28.2333,83.9833,Butterfly Lodge
650,Malkara,TR,44.6,overcast clouds,40.89,26.9011,Ütğm Korel Lojmanı
651,Isangel,VU,79.21,overcast clouds,-19.55,169.2667,Tanna Lodge
653,Judenburg,AT,36.32,few clouds,47.1667,14.6667,Schloss Gabelhofen
654,Sedam,IN,74.79,scattered clouds,17.1773,77.2824,Lakshmi Krupa
656,Kalmar,SE,36.14,overcast clouds,56.6616,16.3616,First Hotel Witt
657,Samarai,PG,80.31,overcast clouds,-10.6167,150.6667,Nuli Sapi
658,Formosa,AR,84.18,overcast clouds,-26.1775,-58.1781,Hotel Portal del Sol
662,Tual,ID,82.6,few clouds,-5.6667,132.75,Grand Vilia Hotel
663,Joutseno,FI,28.45,overcast clouds,61.118,28.5076,Joutseno.BB
664,Huittinen,FI,31.59,overcast clouds,61.1833,22.7,Mommolan Motelli
665,Ilo,PE,72.46,clear sky,-17.6394,-71.3375,Torreblanca Hotel
666,Shatsk,RU,22.57,broken clouds,54.0258,41.7119,Turist
667,Rybnaya Sloboda,RU,28.38,light snow,55.4613,50.1409,Гостиница Аяз
668,Kurilsk,RU,27.84,light snow,45.2333,147.8833,Hotel Ostrov
669,Mount Isa,AU,74.97,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
670,Itaueira,BR,86.56,light rain,-7.6033,-43.0256,Pousada e Restaurante Cheiro e Sabor
671,Lengshuijiang,CN,39.49,overcast clouds,27.6881,111.4294,Sheraton
673,Rocha,UY,67.6,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
675,Lakatoro,VU,79.47,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
676,Mount Pleasant,US,69.98,clear sky,32.7941,-79.8626,Best Western Patriots Point
679,Russell,US,68.38,clear sky,32.3502,-85.1999,Macs
